year,round,round_order,college_code,college_name,branch,category,closing_rank
2021,R1,1,E048,"East West Institute of Technology, Bangalore",Electronics & Communication Engineering,GM,43040
2021,R1,1,E048,"East West Institute of Technology, Bangalore",Information Science & Engineering,GM,41931
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Aeronautical Engineering,GM,24098
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Artificial Intelligence and Data Science,GM,21660
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Artificial Intelligence and Data Science,HKR,41568
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Artificial Intelligence and Machine Learning,GM,21486
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Artificial Intelligence and Machine Learning,HKR,40731
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Computer Science & Engineering,GM,16814
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Computer Science & Engineering,HKR,36502
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Electrical & Electronics Engineering,GM,34779
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Electronics & Communication Engineering,GM,28946
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Information Science & Engineering,GM,20621
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Information Science & Engineering,HKR,33754
2021,R1,1,E050,"Global Academy of Technology, Bangalore",Mechanical Engineering,HKR,40117
2021,R1,1,E051,"G M Institute of Technology, Davangere",Artificial Intelligence and Machine Learning,GM,39969
2021,R1,1,E051,"G M Institute of Technology, Davangere",Computer Science & Engineering,GM,36833
2021,R1,1,E051,"G M Institute of Technology, Davangere",Electronics & Communication Engineering,GM,43067
2021,R1,1,E051,"G M Institute of Technology, Davangere",Information Science & Engineering,GM,42673
2021,R1,1,E053,"Gopalan College of Engineering & Management, Bangalore",Aeronautical Engineering,GM,41227
2021,R1,1,E053,"Gopalan College of Engineering & Management, Bangalore",Computer Science & Engineering,GM,35989
2021,R1,1,E053,"Gopalan College of Engineering & Management, Bangalore",Electronics & Communication Engineering,GM,38709
2021,R1,1,E053,"Gopalan College of Engineering & Management, Bangalore",ROBOTICS AND AUTOMATION,GM,43063
2021,R1,1,E055,"G.S.S.S. Institute of Engineering & Technology for Women,
Mysore",Computer Science & Engineering,GM,27320
2021,R1,1,E055,"G.S.S.S. Institute of Engineering & Technology for Women,
Mysore",Computer Science & Engineering( Artificial Intelligence & Machine Learning),GM,35974
2021,R1,1,E055,"G.S.S.S. Institute of Engineering & Technology for Women,
Mysore",Electronics & Communication Engineering,GM,42616
2021,R1,1,E055,"G.S.S.S. Institute of Engineering & Technology for Women,
Mysore",Information Science & Engineering,GM,31501
2021,R1,1,E055,"G.S.S.S. Institute of Engineering & Technology for Women,
Mysore",Mechanical Engineering,GM,43250
2021,R1,1,E056,"H.K.E.Society's P. D.A. College of Engineering, Gulbarga",Computer Science & Engineering,GM,39543
