year,round_no,college_code,college_name,branch,category,closing_rank
2025,2,E016,"KLE Technological University (Formerly known as BVBCET)-Vidyanagar, Hubbali",B.ARCH,GM,412.0
2025,2,E026,"BLDEA""s V.P. Dr. P.G. Halakatti College of Engineering & Technology-Ashram Road, Vijayapura",B.ARCH,GM,
2025,2,E029,"BMS School of Architecture-Yelahanka, Bengaluru",B.ARCH,GM,475.0
2025,2,E039,"Dayananda Sagar Academy of Technology & Management-Kanakapura Main Road, Bengaluru",B.ARCH,GM,
2025,2,E054,"GSSS School of Architecture for Women-K R S Road, Mysuru",B.ARCH,GM,
2025,2,E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",B.ARCH,GM,480.0
2025,2,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",B.ARCH,GM,470.0
2025,2,E138,"Srinivas Institute of Technology-GHS Road, Mangaluru",B.ARCH,GM,
2025,2,E163,"SJB School of Architecture & Planning-Kengeri, Bengaluru",B.ARCH,GM,
2025,2,E164,"Reva University-Yelahanka, Bengaluru",B.ARCH,GM,
2025,2,E168,"Mysore School of Architecture-Lingambudi, Mysuru",B.ARCH,GM,
2025,2,E175,"Gopalan School of Architecture and Planning-Hoodi, Bengaluru",B.ARCH,GM,
2025,2,E176,"RV College of Architecture-Banashankari 6th stage, Bengaluru",B.ARCH,GM,472.0
2025,2,E178,"Wadiyar Centre for Architecture-Chamaraja Mohalla, Mysuru",B.ARCH,GM,459.0
2025,2,E181,"Beary's Enviro-Architecture Design School-Near Mangalore University, Mangaluru",B.ARCH,GM,
2025,2,E189,"B M S College of Architecture, Design and Planning-Bull Temple Road, Bengaluru",B.ARCH,GM,356.0
2025,2,E191,"Sir M V School Of Architecture-Yelahanka, Bengaluru",B.ARCH,GM,
2025,2,E193,"Dayananda Sagar College of Architecture-Kumaraswamy Layout, Bengaluru",B.ARCH,GM,
2025,2,E213,"Poojya Dr. Shivakumar Swamiji School of Architecture- Aiwan-E-Shahi Area, Kalaburagi",B.ARCH,GM,
2025,3,E002,"Acharya's NRV School of Architecture-Soladevanahalli, Bengaluru",B.ARCH,GM,
2025,3,E008,"Angadi School of Architecture-Savagaon Road, Belagavi",B.ARCH,GM,
2025,3,E016,"KLE Technological University (Formerly known as BVBCET)-Vidyanagar, Hubbali",B.ARCH,GM,
2025,3,E026,"BLDEA""s V.P. Dr. P.G. Halakatti College of Engineering & Technology-Ashram Road, Vijayapura",B.ARCH,GM,
2025,3,E029,"BMS School of Architecture-Yelahanka, Bengaluru",B.ARCH,GM,
2025,3,E039,"Dayananda Sagar Academy of Technology & Management-Kanakapura Main Road, Bengaluru",B.ARCH,GM,
2025,3,E054,"GSSS School of Architecture for Women-K R S Road, Mysuru",B.ARCH,GM,
2025,3,E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",B.ARCH,GM,
2025,3,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",B.ARCH,GM,
2025,3,E138,"Srinivas Institute of Technology-GHS Road, Mangaluru",B.ARCH,GM,
2025,3,E163,"SJB School of Architecture & Planning-Kengeri, Bengaluru",B.ARCH,GM,
2025,3,E164,"Reva University-Yelahanka, Bengaluru",B.ARCH,GM,
2025,3,E168,"Mysore School of Architecture-Lingambudi, Mysuru",B.ARCH,GM,
2025,3,E175,"Gopalan School of Architecture and Planning-Hoodi, Bengaluru",B.ARCH,GM,
2025,3,E176,"RV College of Architecture-Banashankari 6th stage, Bengaluru",B.ARCH,GM,422.0
2025,3,E178,"Wadiyar Centre for Architecture-Chamaraja Mohalla, Mysuru",B.ARCH,GM,
2025,3,E181,"Beary's Enviro-Architecture Design School-Near Mangalore University, Mangaluru",B.ARCH,GM,
2025,3,E189,"B M S College of Architecture, Design and Planning-Bull Temple Road, Bengaluru",B.ARCH,GM,400.0
2025,3,E191,"Sir M V School Of Architecture-Yelahanka, Bengaluru",B.ARCH,GM,472.0
2025,3,E193,"Dayananda Sagar College of Architecture-Kumaraswamy Layout, Bengaluru",B.ARCH,GM,
2025,3,E213,"Poojya Dr. Shivakumar Swamiji School of Architecture- Aiwan-E-Shahi Area, Kalaburagi",B.ARCH,GM,
